index,Товар,Ссылка,Штрихкод,РодительскяГруппаТоваров,ГруппаТоваров,path,Номер полки
2404,Сыворотка ночная,https://vkusvill.ru/upload/resize/240909/240909_250x250x70.jpg,7426845670773,Нон-Фуд,Косметика,04/2404.jpg,9
2405,"Тоник мицелярный себорег. ""Мята-кардамон""",https://vkusvill.ru/upload/resize/240910/240910_250x250x70.jpg,2100100151218,Нон-Фуд,Косметика,05/2405.jpg,9
2406,Сыворотка для лица с ресвератролом,https://vkusvill.ru/upload/resize/240912/240912_250x250x70.jpg,2100100129835,Нон-Фуд,Косметика,06/2406.jpg,9
2407,"Соль для купания ""Гималайская""",https://vkusvill.ru/upload/resize/240913/240913_250x250x70.jpg,2100100069582,Нон-Фуд,Косметика,07/2407.jpg,9
2577,"Крем для рук ""Мед и прополис""",https://vkusvill.ru/upload/resize/241322/241322_250x250x70.jpg,2100100067847,Нон-Фуд,Косметика,77/2577.jpg,9
2579,Маска для лица с экстрактом зеленого чая,https://vkusvill.ru/upload/resize/241327/241327_250x250x70.jpg,2100100106515,Нон-Фуд,Косметика,79/2579.jpg,9
2581,"Гель очищающий себорег. ""Мята-кардамон""",https://vkusvill.ru/upload/resize/241330/241330_250x250x70.jpg,2100100151201,Нон-Фуд,Косметика,81/2581.jpg,9
2583,Шампунь мужской,https://vkusvill.ru/upload/resize/241336/241336_250x250x70.jpg,2100100073381,Нон-Фуд,Косметика,83/2583.jpg,9
2702,"Крем для рук ""Малина""",https://vkusvill.ru/upload/resize/241593/241593_250x250x70.jpg,2100100067823,Нон-Фуд,Косметика,02/2702.jpg,9
2703,"Крем для тела ""Цитрусовый микс""",https://vkusvill.ru/upload/resize/241602/241602_250x250x70.jpg,2100100135225,Нон-Фуд,Косметика,03/2703.jpg,9
2704,"Крем для рук и ног ""UREA 10%""",https://vkusvill.ru/upload/resize/241604/241604_250x250x70.jpg,2100100100629,Нон-Фуд,Косметика,04/2704.jpg,9
2857,Гель для рук антибактериальный,https://vkusvill.ru/upload/resize/241982/241982_250x250x70.jpg,2100100127909,Нон-Фуд,Косметика,57/2857.jpg,9
